categorycode,purchaseitem,isactive,itemcode,itemid,pdesc,meas1,eqnum,meas2,ucost,reorder,remarks,onhand,id
0017,1,1,,P00774,Sandpaper 1000 Eagle,pcs,1.00,pcs,0.00,0.00,,0,774
0017,1,1,,P00775,Selector Switch Xb2-Bd21,pcs,1.00,pcs,0.00,0.00,,0,775
0017,1,1,,P00776,Shilin Overload Relay Th-P20 Eta 28A (22-34A),pcs,1.00,pcs,0.00,0.00,,0,776
0017,1,1,,P00777,Shrink Tube 10Mm,pcs,1.00,pcs,0.00,0.00,,0,777
0017,1,1,,P00778,Silicon Sealant Joinsil 600,pcs,1.00,pcs,0.00,0.00,,0,778
0017,1,1,,P00779,"Spatula 2""",pcs,1.00,pcs,0.00,0.00,,0,779
0017,1,1,,P00780,"Spatula 4""",pcs,1.00,pcs,0.00,0.00,,0,780
0017,1,1,,P00781,"Stainless Welding Rod 1/8""Aws E-308-16",pcs,1.00,pcs,0.00,0.00,,0,781
0017,1,1,,P00782,Steel Brush,pcs,1.00,pcs,0.00,0.00,,0,782
0017,1,1,,P00783,"Steel Coupling 1/2""",pcs,1.00,pcs,0.00,0.00,,0,783
0017,1,1,,P00784,Steel Drillbit 1/2,pcs,1.00,pcs,0.00,0.00,,0,784
0017,1,1,,P00785,Steel Drillbit 1/8,pcs,1.00,pcs,0.00,0.00,,0,785
0017,1,1,,P00786,"Straight Elbow 1"" Gi Hd Fittings",pcs,1.00,pcs,0.00,0.00,,0,786
0017,1,1,,P00787,Switch Box,pcs,1.00,pcs,0.00,0.00,,0,787
0017,1,1,,P00788,"Tailin Cutting Disc 4"" Superthin",pcs,1.00,pcs,0.00,0.00,,0,788
0017,1,1,,P00789,"Tee 1/2"" Gi Hd Fittings",pcs,1.00,pcs,0.00,0.00,,0,789
0017,1,1,,P00790,"Tee 2"" Gi Hd Fittings",pcs,1.00,pcs,0.00,0.00,,0,790
0017,1,1,,P00791,"Teflon Tape 3/4"" (Sugi)",pcs,1.00,pcs,0.00,0.00,,0,791
0017,1,1,,P00792,Terminal Eye 1.25-4 Insulated Fork Type,pcs,1.00,pcs,0.00,0.00,,0,792
0017,1,1,,P00793,Terminal Eye 1.25-4 Non-Insulated,pcs,1.00,pcs,0.00,0.00,,0,793
0017,1,1,,P00794,Terminal Lug 12-10,pcs,1.00,pcs,0.00,0.00,,0,794
0017,1,1,,P00795,Terminal Lug 5.5-6,pcs,1.00,pcs,0.00,0.00,,0,795
0017,1,1,,P00796,Thread Lock Permanent Heavy Duty Bolt Lock & Bearing 6277 6Ml,pcs,1.00,pcs,0.00,0.00,,0,796
0017,1,1,,P00797,Tool Bit 5/16 Cleveland,pcs,1.00,pcs,0.00,0.00,,0,797
0017,1,1,,P00798,"Union 1/2 "" Gi Hd Fittings",pcs,1.00,pcs,0.00,0.00,,0,798
0017,1,1,,P00799,"Union 3/4 "" Gi Hd Fittings",pcs,1.00,pcs,0.00,0.00,,0,799
0017,1,1,,P00800,Used Clothes/Trapo/Rags,pcs,1.00,pcs,0.00,0.00,,0,800
0017,1,1,,P00801,Vital Shellac 10Ml Vt183 59Ml (Shellac),pcs,1.00,pcs,0.00,0.00,,0,801
0017,1,1,,P00802,Vulcaseal 75Ml.,pcs,1.00,pcs,0.00,0.00,,0,802
0017,1,1,,P00803,Wd-40 418Ml,pcs,1.00,pcs,0.00,0.00,,0,803
0017,1,1,,P00804,Welding Glass,pcs,1.00,pcs,0.00,0.00,,0,804
0017,1,1,,P00805,Welding Rod 6013,pcs,1.00,pcs,0.00,0.00,,0,805
0017,1,1,,P00806,"Wipweld Citocordlll Cast Iron Hot 3.2Mm 1/8""",pcs,1.00,pcs,0.00,0.00,,0,806
0017,1,1,,P00807,"Wipweld Ni Nickel Electrode With Machinable Weld Deposit For Cast Iron 3.2Mm 1/8""",pcs,1.00,pcs,0.00,0.00,,0,807
